CareerField,CareerLevel,EducationLevel,MonthlyIncome
Transportation,Entry,Master's Degree,6725
Finance,Mid,Associate Degree,5391
Engineering,Entry,Bachelor's Degree,6231
Energy,Mid,Bachelor's Degree,7432
Manufacturing,Entry,High School,4687
Technology,Senior,Master's Degree,7178
Government,Mid,Associate Degree,5015
Education,Entry,Master's Degree,9056
Technology,Entry,Associate Degree,4145
Engineering,Entry,Associate Degree,4148
Logistics,Mid,Associate Degree,4052
Logistics,Entry,Associate Degree,4757
Logistics,Mid,PhD,8221
Media,Entry,High School,4764
Fishing,Senior,Master's Degree,8162
Healthcare,Mid,Master's Degree,8615
Mining,Entry,Bachelor's Degree,7748
Fishing,Entry,Bachelor's Degree,7106
Healthcare,Senior,High School,4430
Government,Entry,Master's Degree,6593
Healthcare,Mid,Associate Degree,4288
Defense,Senior,Associate Degree,5153
Education,Mid,High School,3876
Construction,Mid,High School,3895
Energy,Mid,Associate Degree,4667
Logistics,Entry,PhD,11456
Finance,Mid,Master's Degree,7861
Forestry,Entry,Bachelor's Degree,7616
Real Estate,Entry,PhD,11416
Mining,Entry,Associate Degree,4485
Construction,Entry,High School,4517
Retail,Mid,Bachelor's Degree,7839
Technology,Entry,High School,4595
Government,Entry,High School,3301
Manufacturing,Entry,Associate Degree,5509
Fishing,Entry,Master's Degree,7229
Defense,Senior,Bachelor's Degree,7087
Forestry,Mid,High School,3241
Government,Senior,Associate Degree,5505
Logistics,Mid,Master's Degree,7000
Mining,Entry,Master's Degree,8728
Finance,Mid,Associate Degree,4877
Mining,Entry,Bachelor's Degree,7464
Legal,Mid,Bachelor's Degree,5648
Legal,Mid,High School,4467
Logistics,Entry,Bachelor's Degree,5651
Healthcare,Senior,Master's Degree,6761
Finance,Senior,Master's Degree,9196
Manufacturing,Entry,Master's Degree,6884
Legal,Senior,Bachelor's Degree,7076
Education,Entry,Associate Degree,5559
Media,Entry,Master's Degree,8690
Manufacturing,Entry,Bachelor's Degree,7330
Transportation,Entry,Bachelor's Degree,7938
Construction,Entry,Master's Degree,7652
Engineering,Senior,Bachelor's Degree,6007
Fishing,Entry,Associate Degree,5167
Technology,Entry,Bachelor's Degree,7443
Transportation,Mid,Bachelor's Degree,7703
Mining,Entry,High School,3306
Healthcare,Senior,Bachelor's Degree,7876
Transportation,Entry,High School,4182
Defense,Mid,Bachelor's Degree,6732
Defense,Entry,Bachelor's Degree,7739
Agriculture,Entry,Associate Degree,4732
Transportation,Senior,High School,4008
Construction,Mid,High School,3392
Real Estate,Senior,Bachelor's Degree,6714
Healthcare,Mid,Master's Degree,8617
Forestry,Entry,Master's Degree,9250
Engineering,Senior,High School,4815
Manufacturing,Senior,High School,3327
Mining,Mid,High School,4259
Technology,Mid,Master's Degree,6837
Government,Mid,Bachelor's Degree,6284
Healthcare,Entry,Bachelor's Degree,7299
Energy,Entry,Bachelor's Degree,6395
Finance,Entry,Master's Degree,7294
Engineering,Mid,Master's Degree,7632
Finance,Mid,Bachelor's Degree,5359
Education,Mid,Associate Degree,5598
Engineering,Senior,Bachelor's Degree,7945
Technology,Entry,Associate Degree,4931
Fishing,Entry,Master's Degree,9292
Defense,Mid,Master's Degree,8564
Construction,Senior,Bachelor's Degree,5773
Transportation,Entry,Bachelor's Degree,6514
Retail,Entry,Master's Degree,7999
Real Estate,Senior,Master's Degree,8749
Energy,Entry,Associate Degree,5369
Manufacturing,Senior,High School,3788
Finance,Mid,Master's Degree,7634
Mining,Entry,Associate Degree,5164
Media,Entry,Associate Degree,4763
Defense,Mid,Associate Degree,5235
Forestry,Entry,Associate Degree,4449
Engineering,Mid,Associate Degree,3947
Finance,Mid,Master's Degree,6552
Mining,Mid,Master's Degree,8459
Healthcare,Mid,Master's Degree,6448
Construction,Entry,Associate Degree,5124
Forestry,Mid,Bachelor's Degree,5832
Real Estate,Senior,Bachelor's Degree,7421
Fishing,Entry,Master's Degree,7430
Media,Mid,Master's Degree,8553
Engineering,Entry,Master's Degree,6413
Fishing,Mid,Associate Degree,5070
Education,Mid,Associate Degree,5359
Construction,Senior,Associate Degree,5501
Defense,Entry,Associate Degree,5598
Construction,Senior,High School,3880
Healthcare,Entry,Master's Degree,9346
Technology,Mid,Bachelor's Degree,5807
Logistics,Entry,Associate Degree,4654
Logistics,Senior,High School,4093
Manufacturing,Mid,Bachelor's Degree,5865
Government,Entry,Bachelor's Degree,5372
Engineering,Entry,High School,3451
Media,Entry,High School,4813
Defense,Entry,High School,3494
Healthcare,Senior,High School,4148
Defense,Entry,Bachelor's Degree,6126
Healthcare,Entry,Bachelor's Degree,5776
Finance,Entry,High School,3238
Real Estate,Entry,Associate Degree,5300
Construction,Mid,High School,3764
Fishing,Entry,Bachelor's Degree,6979
Logistics,Mid,High School,3885
Forestry,Mid,Bachelor's Degree,6398
Energy,Entry,Associate Degree,4959
Agriculture,Entry,Bachelor's Degree,6100
Construction,Senior,Associate Degree,4125
Logistics,Senior,Bachelor's Degree,5924
Real Estate,Mid,Associate Degree,5378
Finance,Mid,High School,3720
Energy,Mid,Associate Degree,5028
Logistics,Entry,Bachelor's Degree,6883
Manufacturing,Mid,PhD,9261
Agriculture,Senior,Associate Degree,5561
Healthcare,Mid,Master's Degree,9371
Education,Entry,High School,4068
Forestry,Entry,Bachelor's Degree,7829
Real Estate,Mid,Master's Degree,8528
Forestry,Entry,Associate Degree,5181
Construction,Entry,Associate Degree,4709
Fishing,Mid,High School,3351
Transportation,Mid,Associate Degree,5377
Healthcare,Senior,High School,3646
Agriculture,Senior,High School,3322
Defense,Mid,Associate Degree,5414
Finance,Mid,Bachelor's Degree,6161
Energy,Entry,High School,3672
Real Estate,Mid,Associate Degree,3960
Transportation,Mid,Associate Degree,4995
Healthcare,Mid,High School,3335
Manufacturing,Senior,Bachelor's Degree,7912
Real Estate,Entry,Associate Degree,5321
Real Estate,Senior,High School,4539
Logistics,Senior,Associate Degree,4863
Real Estate,Entry,Bachelor's Degree,6482
Energy,Mid,High School,3508
Transportation,Entry,Master's Degree,9214
Media,Senior,Associate Degree,4397
Government,Mid,Master's Degree,8202
Energy,Entry,Bachelor's Degree,5511
Agriculture,Mid,High School,4218
Construction,Mid,Bachelor's Degree,6623
Mining,Mid,Associate Degree,5479
Fishing,Entry,PhD,7982
Energy,Senior,Master's Degree,9116
Energy,Senior,Bachelor's Degree,6527
Retail,Mid,Bachelor's Degree,6569
Manufacturing,Senior,High School,4042
Technology,Mid,Bachelor's Degree,5383
Retail,Entry,Bachelor's Degree,5778
Finance,Entry,Associate Degree,4870
Healthcare,Entry,Bachelor's Degree,5589
Real Estate,Entry,Bachelor's Degree,7304
Healthcare,Senior,Bachelor's Degree,7120
Construction,Mid,Bachelor's Degree,6132
Transportation,Entry,Master's Degree,7192
Retail,Mid,Master's Degree,6992
Energy,Mid,High School,4697
Defense,Entry,Master's Degree,7691
Mining,Entry,Bachelor's Degree,6650
Mining,Mid,Bachelor's Degree,7947
Forestry,Senior,High School,4446
Mining,Senior,Bachelor's Degree,6526
Fishing,Senior,Bachelor's Degree,7125
Finance,Entry,Associate Degree,5181
Technology,Entry,Bachelor's Degree,5926
Retail,Entry,Associate Degree,5170
Forestry,Entry,Bachelor's Degree,6150
Education,Entry,Associate Degree,4912
Logistics,Mid,High School,3958
Government,Entry,Master's Degree,8635
Finance,Entry,Bachelor's Degree,5934
Healthcare,Entry,High School,4215
Retail,Senior,Associate Degree,4076
Engineering,Senior,High School,4004
Energy,Mid,Master's Degree,7626
Energy,Mid,PhD,8389
Agriculture,Entry,High School,3232
Education,Mid,Bachelor's Degree,6639
Construction,Mid,High School,4752
Real Estate,Entry,Associate Degree,4122
Defense,Entry,Master's Degree,9532
Agriculture,Entry,High School,4554
Fishing,Mid,Master's Degree,7541
Legal,Entry,Bachelor's Degree,5871
Education,Senior,High School,3801
Logistics,Mid,High School,3906
Mining,Entry,High School,3282
Legal,Mid,Associate Degree,5587
Engineering,Entry,Associate Degree,4623
Engineering,Mid,High School,3968
Real Estate,Mid,Master's Degree,8119
Healthcare,Senior,Master's Degree,7840
Defense,Entry,High School,3551
Real Estate,Mid,High School,3898
Construction,Mid,Associate Degree,5256
Logistics,Mid,Associate Degree,5558
Engineering,Mid,Master's Degree,9110
Fishing,Mid,Bachelor's Degree,6591
Mining,Senior,Bachelor's Degree,7774
Transportation,Entry,Bachelor's Degree,6599
Forestry,Mid,High School,3452
Government,Entry,Bachelor's Degree,7451
Real Estate,Entry,Associate Degree,4976
Mining,Mid,Associate Degree,5177
Logistics,Senior,High School,4368
Engineering,Mid,Associate Degree,5521
Transportation,Mid,Master's Degree,7510
Technology,Mid,PhD,10338
Finance,Senior,High School,3992
Energy,Entry,Bachelor's Degree,6325
Agriculture,Mid,Master's Degree,8752
Agriculture,Entry,High School,4464
Education,Senior,Bachelor's Degree,7343
Construction,Senior,High School,3404
Real Estate,Mid,Master's Degree,8620
Finance,Mid,Bachelor's Degree,5923
Healthcare,Mid,Associate Degree,4601
Education,Entry,Master's Degree,8147
Education,Entry,Bachelor's Degree,6712
Manufacturing,Mid,Master's Degree,8195
Government,Mid,Master's Degree,6781
Defense,Mid,Associate Degree,5387
Healthcare,Mid,Associate Degree,4971
Government,Entry,Associate Degree,4030
Construction,Entry,PhD,7906
Media,Mid,High School,3658
Transportation,Senior,Associate Degree,4206
Energy,Entry,Associate Degree,4662
Logistics,Entry,Bachelor's Degree,5812
Transportation,Mid,High School,4280
Defense,Mid,High School,4399
Media,Entry,Master's Degree,6452
Government,Senior,Associate Degree,4432
Energy,Entry,Associate Degree,4497
Energy,Entry,Associate Degree,4460
Legal,Entry,Master's Degree,8900
Engineering,Entry,Bachelor's Degree,6495
Agriculture,Entry,Associate Degree,3881
Agriculture,Senior,Associate Degree,5371
Defense,Entry,Master's Degree,9349
Media,Mid,High School,4498
Retail,Entry,Master's Degree,8118
Agriculture,Mid,Master's Degree,7671
Technology,Entry,Associate Degree,4817
Legal,Entry,High School,4382
Education,Entry,Master's Degree,8969
Real Estate,Entry,Master's Degree,9006
Media,Senior,PhD,11378
Healthcare,Entry,Bachelor's Degree,7762
Retail,Entry,High School,4263
Energy,Mid,Master's Degree,8499
Mining,Entry,Bachelor's Degree,7073
Mining,Mid,Bachelor's Degree,7991
Media,Entry,Bachelor's Degree,6460
Technology,Mid,Master's Degree,8420
Government,Entry,Bachelor's Degree,6273
Engineering,Senior,Associate Degree,5517
Retail,Mid,Associate Degree,4984
Real Estate,Mid,Associate Degree,5648
Government,Entry,Bachelor's Degree,6559
Retail,Entry,Associate Degree,4995
Fishing,Mid,High School,4665
Agriculture,Mid,High School,4211
Finance,Mid,Bachelor's Degree,7257
Media,Mid,Associate Degree,4077
Education,Mid,Master's Degree,8219
Forestry,Entry,Master's Degree,7732
Transportation,Mid,Bachelor's Degree,6171
Healthcare,Entry,Master's Degree,8793
Forestry,Entry,Associate Degree,4209
Finance,Mid,Associate Degree,4846
Defense,Entry,Associate Degree,4573
Retail,Mid,PhD,8106
Manufacturing,Entry,High School,4468
Real Estate,Senior,Master's Degree,7171
Logistics,Mid,Bachelor's Degree,6586
Agriculture,Entry,Associate Degree,5246
Engineering,Entry,Master's Degree,7470
Engineering,Entry,Bachelor's Degree,6882
Fishing,Entry,Associate Degree,5573
Transportation,Senior,PhD,10269
Engineering,Mid,High School,3460
Logistics,Entry,High School,3863
Transportation,Senior,Bachelor's Degree,7222
Energy,Senior,Bachelor's Degree,7884
Media,Entry,High School,3384
Education,Mid,Master's Degree,7922
Mining,Senior,Master's Degree,9130
Fishing,Mid,Bachelor's Degree,5510
Government,Entry,Master's Degree,8752
Fishing,Entry,Associate Degree,4305
Agriculture,Entry,High School,3324
Agriculture,Entry,PhD,9380
Retail,Senior,Associate Degree,5304
Logistics,Senior,Bachelor's Degree,7644
Retail,Entry,High School,3591
Engineering,Mid,Master's Degree,8271
Construction,Entry,Bachelor's Degree,7200
Fishing,Mid,Master's Degree,7591
Technology,Mid,Master's Degree,6906
Logistics,Entry,Bachelor's Degree,7567
Media,Entry,Master's Degree,7691
Media,Mid,High School,4033
Defense,Entry,PhD,11572
Legal,Mid,Bachelor's Degree,7993
Transportation,Entry,PhD,10719
Fishing,Entry,Master's Degree,8617
Legal,Mid,Associate Degree,4620
Real Estate,Entry,Bachelor's Degree,6986
Technology,Mid,Master's Degree,9220
Retail,Senior,Master's Degree,7864
Manufacturing,Mid,Associate Degree,4844
Manufacturing,Mid,Bachelor's Degree,7035
Energy,Entry,High School,3306
Logistics,Entry,Associate Degree,3898
Technology,Entry,Bachelor's Degree,7532
Engineering,Mid,Master's Degree,9248
Engineering,Entry,Associate Degree,3951
Retail,Entry,High School,3877
Construction,Mid,Master's Degree,8595
Engineering,Mid,Bachelor's Degree,7732
Education,Mid,Master's Degree,7055
Agriculture,Mid,High School,3760
Government,Senior,PhD,11134
Energy,Mid,Associate Degree,5155
Agriculture,Mid,Associate Degree,4945
Agriculture,Entry,Associate Degree,3908
Transportation,Entry,Associate Degree,4839
Energy,Senior,High School,4214
Finance,Entry,Bachelor's Degree,5534
Healthcare,Entry,Master's Degree,7432
Technology,Entry,High School,3776
Defense,Mid,Bachelor's Degree,6670
Forestry,Mid,Bachelor's Degree,7882
Forestry,Mid,Bachelor's Degree,6458
Education,Mid,PhD,8024
Forestry,Entry,Bachelor's Degree,7365
Media,Entry,PhD,8762
Retail,Mid,Bachelor's Degree,5757
Retail,Entry,Associate Degree,5682
Education,Senior,PhD,8656
Forestry,Entry,Associate Degree,4552
Retail,Entry,High School,4728
Engineering,Senior,Associate Degree,3831
Real Estate,Entry,Associate Degree,4676
Engineering,Entry,High School,4269
Forestry,Entry,Bachelor's Degree,7751
Defense,Mid,Bachelor's Degree,5796
Energy,Entry,Associate Degree,4458
Energy,Entry,High School,4573
Finance,Entry,Bachelor's Degree,5650
Education,Entry,Bachelor's Degree,6729
Mining,Mid,Bachelor's Degree,7610
Fishing,Mid,Associate Degree,4408
Construction,Mid,Associate Degree,4180
Fishing,Entry,Bachelor's Degree,5497
Defense,Senior,Bachelor's Degree,5556
Healthcare,Entry,Master's Degree,9513
Real Estate,Entry,Associate Degree,4939
Energy,Mid,Bachelor's Degree,6991
Government,Entry,Bachelor's Degree,6721
Finance,Entry,Master's Degree,7267
Finance,Entry,Bachelor's Degree,6790
Logistics,Senior,High School,4402
Technology,Senior,PhD,8617
Engineering,Entry,Associate Degree,5072
Real Estate,Entry,Bachelor's Degree,6881
Education,Entry,Master's Degree,9135
Fishing,Entry,Master's Degree,6387
Energy,Mid,Bachelor's Degree,7854
Mining,Senior,Associate Degree,4567
Education,Mid,Master's Degree,8942
Agriculture,Senior,Bachelor's Degree,6860
Fishing,Entry,Associate Degree,4049
Agriculture,Entry,Associate Degree,5390
Transportation,Entry,Associate Degree,4170
Healthcare,Entry,High School,4764
Healthcare,Mid,Bachelor's Degree,8006
Media,Entry,Bachelor's Degree,5649
Real Estate,Senior,Associate Degree,4879
Media,Entry,High School,3768
Education,Entry,High School,4596
Mining,Entry,Bachelor's Degree,6442
Healthcare,Senior,Bachelor's Degree,7129
Transportation,Entry,Master's Degree,6977
Construction,Mid,High School,4396
Real Estate,Entry,Associate Degree,5118
Manufacturing,Mid,High School,4233
Retail,Mid,Bachelor's Degree,7632
Finance,Mid,Associate Degree,5329
Manufacturing,Entry,High School,3380
Transportation,Mid,Master's Degree,6403
Engineering,Senior,Master's Degree,7134
Transportation,Mid,Bachelor's Degree,6646
Construction,Mid,Associate Degree,5208
Defense,Mid,Bachelor's Degree,7033
Government,Mid,Bachelor's Degree,5825
Healthcare,Mid,Bachelor's Degree,5703
Retail,Entry,Bachelor's Degree,7724
Construction,Mid,Bachelor's Degree,7147
Education,Senior,PhD,9174
Energy,Mid,Associate Degree,4598
Engineering,Mid,Bachelor's Degree,7075
Government,Mid,High School,3966
Retail,Entry,Associate Degree,4657
Energy,Entry,PhD,9525
Energy,Entry,Master's Degree,8431
Finance,Entry,Associate Degree,4116
Healthcare,Entry,Bachelor's Degree,7141
Defense,Mid,High School,3230
Retail,Entry,Associate Degree,4635
Transportation,Entry,High School,4067
Finance,Mid,Bachelor's Degree,6439
Energy,Mid,Associate Degree,5405
Manufacturing,Entry,Bachelor's Degree,6585
Transportation,Mid,Master's Degree,9069
Technology,Senior,Associate Degree,5070
Government,Mid,Master's Degree,7017
Retail,Mid,Bachelor's Degree,7289
Real Estate,Mid,Bachelor's Degree,7463
Energy,Entry,High School,3898
Transportation,Entry,High School,4612
Agriculture,Entry,Associate Degree,4596
Logistics,Entry,Bachelor's Degree,5507
Government,Entry,Associate Degree,4365
Technology,Mid,High School,4402
Technology,Entry,Associate Degree,4779
Finance,Mid,Associate Degree,4223
Media,Entry,PhD,11384
Energy,Senior,High School,4719
Healthcare,Mid,Bachelor's Degree,7290
Media,Entry,Bachelor's Degree,7401
Energy,Entry,Bachelor's Degree,5519
Agriculture,Entry,Associate Degree,4120
Technology,Mid,Bachelor's Degree,6471
Manufacturing,Senior,Bachelor's Degree,6383
Government,Mid,Master's Degree,6796
Defense,Mid,Associate Degree,4722
Education,Mid,Associate Degree,5167
Manufacturing,Mid,Bachelor's Degree,5673
Manufacturing,Mid,Master's Degree,6911
Finance,Entry,Master's Degree,9283
Education,Mid,Master's Degree,7214
Construction,Mid,Associate Degree,5645
Education,Senior,Bachelor's Degree,7646
Real Estate,Mid,High School,4785
Healthcare,Mid,High School,3974
Healthcare,Entry,High School,4607
Real Estate,Entry,Bachelor's Degree,6120
Finance,Mid,Bachelor's Degree,6561
Manufacturing,Entry,Bachelor's Degree,5713
Real Estate,Mid,Associate Degree,5639
Logistics,Mid,Bachelor's Degree,7708
Manufacturing,Entry,PhD,8648
Energy,Senior,Associate Degree,5026
Education,Entry,High School,4427
Technology,Mid,Bachelor's Degree,6523
Technology,Entry,Associate Degree,5049
Mining,Mid,High School,3332
Education,Senior,Associate Degree,5171
Energy,Mid,Associate Degree,5405
Real Estate,Mid,Master's Degree,6807
Mining,Mid,Bachelor's Degree,6731
Education,Senior,High School,4745
Engineering,Entry,Associate Degree,4113
Logistics,Senior,High School,4216
Engineering,Mid,Master's Degree,8343
Finance,Entry,Bachelor's Degree,8013
Legal,Mid,Bachelor's Degree,6032
Engineering,Mid,Bachelor's Degree,6593
Finance,Mid,High School,3884
Construction,Senior,Bachelor's Degree,6672
Education,Entry,Associate Degree,4644
Fishing,Senior,Bachelor's Degree,5722
Education,Senior,Bachelor's Degree,7227
Energy,Mid,Associate Degree,5627
Media,Entry,Associate Degree,4392
Government,Senior,Bachelor's Degree,5359
Construction,Mid,Master's Degree,9206
Logistics,Mid,Bachelor's Degree,5710
